"","code","name","sci_name","family","order"
"4753","pulsat1","Pulsatrix sp.","Pulsatrix sp.","Strigidae (Owls)","Strigiformes"
"4754","grhowl","Great Horned Owl","Bubo virginianus","Strigidae (Owls)","Strigiformes"
"4755","grhowl1","Great Horned Owl (Great Horned)","Bubo virginianus [virginianus Group]","Strigidae (Owls)","Strigiformes"
"4756","grhowl2","Great Horned Owl (Magellanic)","Bubo virginianus magellanicus","Strigidae (Owls)","Strigiformes"
"4757","eueowl1","Eurasian Eagle-Owl","Bubo bubo","Strigidae (Owls)","Strigiformes"
"4758","roeowl1","Rock Eagle-Owl","Bubo bengalensis","Strigidae (Owls)","Strigiformes"
"4759","pheowl1","Pharaoh Eagle-Owl","Bubo ascalaphus","Strigidae (Owls)","Strigiformes"
"4760","phaeao1","Pharaoh Eagle-Owl (Pharaoh)","Bubo ascalaphus ascalaphus","Strigidae (Owls)","Strigiformes"
"4761","phaeao2","Pharaoh Eagle-Owl (Desert)","Bubo ascalaphus desertorum","Strigidae (Owls)","Strigiformes"
"4762","caeowl1","Cape Eagle-Owl","Bubo capensis","Strigidae (Owls)","Strigiformes"
"4763","capeao1","Cape Eagle-Owl (Northern)","Bubo capensis dillonii/mackinderi","Strigidae (Owls)","Strigiformes"
"4764","capeao2","Cape Eagle-Owl (Cape)","Bubo capensis capensis","Strigidae (Owls)","Strigiformes"
"4765","speowl2","Arabian Eagle-Owl","Bubo milesi","Strigidae (Owls)","Strigiformes"
"4766","spoeao2","Spotted Eagle-Owl","Bubo africanus","Strigidae (Owls)","Strigiformes"
"4767","graeao1","Grayish Eagle-Owl","Bubo cinerascens","Strigidae (Owls)","Strigiformes"
"4768","freowl1","Fraser's Eagle-Owl","Bubo poensis","Strigidae (Owls)","Strigiformes"
"4769","useowl1","Usambara Eagle-Owl","Bubo vosseleri","Strigidae (Owls)","Strigiformes"
"4770","sbeowl1","Spot-bellied Eagle-Owl","Bubo nipalensis","Strigidae (Owls)","Strigiformes"
"4771","baeowl1","Barred Eagle-Owl","Bubo sumatranus","Strigidae (Owls)","Strigiformes"
"4772","sheowl1","Shelley's Eagle-Owl","Bubo shelleyi","Strigidae (Owls)","Strigiformes"
"4773","veeowl1","Verreaux's Eagle-Owl","Bubo lacteus","Strigidae (Owls)","Strigiformes"
"4774","dueowl1","Dusky Eagle-Owl","Bubo coromandus","Strigidae (Owls)","Strigiformes"
"4775","akeowl1","Akun Eagle-Owl","Bubo leucostictus","Strigidae (Owls)","Strigiformes"
"4776","pheowl2","Philippine Eagle-Owl","Bubo philippensis","Strigidae (Owls)","Strigiformes"
"4777","snoowl1","Snowy Owl","Bubo scandiacus","Strigidae (Owls)","Strigiformes"
"4778","bubo1","Bubo sp.","Bubo sp.","Strigidae (Owls)","Strigiformes"
"4779","blfowl1","Blakiston's Fish-Owl","Ketupa blakistoni","Strigidae (Owls)","Strigiformes"
"4780","brfowl1","Brown Fish-Owl","Ketupa zeylonensis","Strigidae (Owls)","Strigiformes"
"4781","brnfio2","Brown Fish-Owl (Turkish)","Ketupa zeylonensis semenowi","Strigidae (Owls)","Strigiformes"
"4782","brnfio1","Brown Fish-Owl (Eastern)","Ketupa zeylonensis [zeylonensis Group]","Strigidae (Owls)","Strigiformes"
"4783","tafowl1","Tawny Fish-Owl","Ketupa flavipes","Strigidae (Owls)","Strigiformes"
"4784","bufowl2","Buffy Fish-Owl","Ketupa ketupu","Strigidae (Owls)","Strigiformes"
"4785","x00401","Brown x Buffy Fish-Owl (hybrid)","Ketupa zeylonensis x ketupu","Strigidae (Owls)","Strigiformes"
"4786","pefowl1","Pel's Fishing-Owl","Scotopelia peli","Strigidae (Owls)","Strigiformes"
"4787","rufowl1","Rufous Fishing-Owl","Scotopelia ussheri","Strigidae (Owls)","Strigiformes"
"4788","vefowl1","Vermiculated Fishing-Owl","Scotopelia bouvieri","Strigidae (Owls)","Strigiformes"
"4789","nohowl","Northern Hawk Owl","Surnia ulula","Strigidae (Owls)","Strigiformes"
"4790","nohowl1","Northern Hawk Owl (American)","Surnia ulula caparoch","Strigidae (Owls)","Strigiformes"
"4791","nohowl2","Northern Hawk Owl (Eurasian)","Surnia ulula ulula/tianschanica","Strigidae (Owls)","Strigiformes"
"4792","eupowl1","Eurasian Pygmy-Owl","Glaucidium passerinum","Strigidae (Owls)","Strigiformes"
"4793","pesowl1","Pearl-spotted Owlet","Glaucidium perlatum","Strigidae (Owls)","Strigiformes"
"4794","nopowl","Northern Pygmy-Owl","Glaucidium gnoma","Strigidae (Owls)","Strigiformes"
"4795","moupyo1","Northern Pygmy-Owl (Mountain)","Glaucidium gnoma gnoma","Strigidae (Owls)","Strigiformes"
"4796","norpyo1","Northern Pygmy-Owl (Pacific)","Glaucidium gnoma [californicum Group]","Strigidae (Owls)","Strigiformes"
"4797","norpyo2","Northern Pygmy-Owl (Rocky Mts.)","Glaucidium gnoma pinicola","Strigidae (Owls)","Strigiformes"
"4798","norpyo4","Northern Pygmy-Owl (Guatemalan)","Glaucidium gnoma cobanense","Strigidae (Owls)","Strigiformes"
"4799","norpyo3","Northern Pygmy-Owl (Cape)","Glaucidium gnoma hoskinsii","Strigidae (Owls)","Strigiformes"
"4800","crpowl","Costa Rican Pygmy-Owl","Glaucidium costaricanum","Strigidae (Owls)","Strigiformes"
"4801","clopyo1","Cloud-forest Pygmy-Owl","Glaucidium nubicola","Strigidae (Owls)","Strigiformes"
"4802","anpowl1","Andean Pygmy-Owl","Glaucidium jardinii","Strigidae (Owls)","Strigiformes"
"4803","yupowl1","Yungas Pygmy-Owl","Glaucidium bolivianum","Strigidae (Owls)","Strigiformes"
"4804","supowl1","Subtropical Pygmy-Owl","Glaucidium parkeri","Strigidae (Owls)","Strigiformes"
"4805","capowl1","Central American Pygmy-Owl","Glaucidium griseiceps","Strigidae (Owls)","Strigiformes"
"4806","tapowl1","Tamaulipas Pygmy-Owl","Glaucidium sanchezi","Strigidae (Owls)","Strigiformes"
"4807","copowl1","Colima Pygmy-Owl","Glaucidium palmarum","Strigidae (Owls)","Strigiformes"
"4808","amapyo1","Amazonian Pygmy-Owl","Glaucidium hardyi","Strigidae (Owls)","Strigiformes"
"4809","perpyo1","Pernambuco Pygmy-Owl","Glaucidium mooreorum","Strigidae (Owls)","Strigiformes"
"4810","leapyo1","Least Pygmy-Owl","Glaucidium minutissimum","Strigidae (Owls)","Strigiformes"
"4811","fepowl","Ferruginous Pygmy-Owl","Glaucidium brasilianum","Strigidae (Owls)","Strigiformes"
"4812","ferpyo1","Ferruginous Pygmy-Owl (Ferruginous)","Glaucidium brasilianum [brasilianum Group]","Strigidae (Owls)","Strigiformes"
"4813","ferpyo2","Ferruginous Pygmy-Owl (Tucuman)","Glaucidium brasilianum tucumanum","Strigidae (Owls)","Strigiformes"
"4814","aupowl1","Austral Pygmy-Owl","Glaucidium nana","Strigidae (Owls)","Strigiformes"
"4815","y01138","Ferruginous/Austral Pygmy-Owl","Glaucidium brasilianum/nana","Strigidae (Owls)","Strigiformes"
"4816","pepowl1","Peruvian Pygmy-Owl","Glaucidium peruanum","Strigidae (Owls)","Strigiformes"
"4817","cupowl1","Cuban Pygmy-Owl","Glaucidium siju","Strigidae (Owls)","Strigiformes"
"4818","recowl1","Red-chested Owlet","Glaucidium tephronotum","Strigidae (Owls)","Strigiformes"
"4819","recowl2","Red-chested Owlet (Western)","Glaucidium tephronotum tephronotum","Strigidae (Owls)","Strigiformes"
"4820","recowl3","Red-chested Owlet (Pycraft's)","Glaucidium tephronotum pycrafti","Strigidae (Owls)","Strigiformes"
"4821","recowl4","Red-chested Owlet (Eastern)","Glaucidium tephronotum medje","Strigidae (Owls)","Strigiformes"
"4822","sjoowl1","Sjostedt's Owlet","Glaucidium sjostedti","Strigidae (Owls)","Strigiformes"
"4823","asbowl1","Asian Barred Owlet","Glaucidium cuculoides","Strigidae (Owls)","Strigiformes"
"4824","javowl1","Javan Owlet","Glaucidium castanopterum","Strigidae (Owls)","Strigiformes"
"4825","junowl1","Jungle Owlet","Glaucidium radiatum","Strigidae (Owls)","Strigiformes"
"4826","y00859","Asian Barred/Jungle Owlet","Glaucidium cuculoides/radiatum","Strigidae (Owls)","Strigiformes"
"4827","chbowl1","Chestnut-backed Owlet","Glaucidium castanotum","Strigidae (Owls)","Strigiformes"
"4828","afbowl1","African Barred Owlet","Glaucidium capense","Strigidae (Owls)","Strigiformes"
"4829","afbowl2","African Barred Owlet (Spot-fronted)","Glaucidium capense scheffleri","Strigidae (Owls)","Strigiformes"
"4830","afrbao1","African Barred Owlet (Bar-fronted)","Glaucidium capense capense/ngamiense","Strigidae (Owls)","Strigiformes"
"4831","cheowl1","Chestnut Owlet","Glaucidium castaneum","Strigidae (Owls)","Strigiformes"
"4832","cheowl2","Chestnut Owlet (Etchecopar's)","Glaucidium castaneum etchecopari","Strigidae (Owls)","Strigiformes"
"4833","cheowl3","Chestnut Owlet (Chestnut)","Glaucidium castaneum castaneum","Strigidae (Owls)","Strigiformes"
"4834","albowl1","Albertine Owlet","Glaucidium albertinum","Strigidae (Owls)","Strigiformes"
"4835","glauci1","Glaucidium sp.","Glaucidium sp.","Strigidae (Owls)","Strigiformes"
"4836","colowl1","Collared Owlet","Taenioptynx brodiei","Strigidae (Owls)","Strigiformes"
"4837","colowl3","Sunda Owlet","Taenioptynx sylvaticus","Strigidae (Owls)","Strigiformes"
"4838","elfowl","Elf Owl","Micrathene whitneyi","Strigidae (Owls)","Strigiformes"
"4839","lowowl1","Long-whiskered Owlet","Xenoglaux loweryi","Strigidae (Owls)","Strigiformes"
"4840","spoowl1","Spotted Owlet","Athene brama","Strigidae (Owls)","Strigiformes"
"4841","litowl1","Little Owl","Athene noctua","Strigidae (Owls)","Strigiformes"
"4842","litowl3","Little Owl (Little)","Athene noctua [noctua Group]","Strigidae (Owls)","Strigiformes"
"4843","litowl5","Little Owl (Abyssinian)","Athene noctua spilogastra/somaliensis","Strigidae (Owls)","Strigiformes"
"4844","litowl2","Little Owl (Lilith)","Athene noctua lilith","Strigidae (Owls)","Strigiformes"
"4845","litowl4","Little Owl (Hutton's)","Athene noctua bactriana","Strigidae (Owls)","Strigiformes"
"4846","forowl1","Forest Owlet","Athene blewitti","Strigidae (Owls)","Strigiformes"
"4847","whbowl1","White-browed Owl","Athene superciliaris","Strigidae (Owls)","Strigiformes"
"4848","burowl","Burrowing Owl","Athene cunicularia","Strigidae (Owls)","Strigiformes"
"4849","burowl2","Burrowing Owl (Western)","Athene cunicularia hypugaea/rostrata","Strigidae (Owls)","Strigiformes"
"4850","burowl3","Burrowing Owl (Florida)","Athene cunicularia floridana","Strigidae (Owls)","Strigiformes"
"4851","burowl5","Burrowing Owl (guadeloupensis Group)","Athene cunicularia [guadeloupensis Group]","Strigidae (Owls)","Strigiformes"
"4852","burowl1","Burrowing Owl (Andean)","Athene cunicularia [tolimae Group]","Strigidae (Owls)","Strigiformes"
"4853","burowl6","Burrowing Owl (Littoral)","Athene cunicularia nanodes/juninensis","Strigidae (Owls)","Strigiformes"
"4854","burowl4","Burrowing Owl (grallaria)","Athene cunicularia grallaria","Strigidae (Owls)","Strigiformes"
"4855","burowl7","Burrowing Owl (Southern)","Athene cunicularia [cunicularia Group]","Strigidae (Owls)","Strigiformes"
"4856","motowl","Mottled Owl","Ciccaba virgata","Strigidae (Owls)","Strigiformes"
"4857","motowl1","Mottled Owl (Mottled)","Ciccaba virgata [virgata Group]","Strigidae (Owls)","Strigiformes"
"4858","motowl3","Mottled Owl (Amazonian)","Ciccaba virgata superciliaris/macconnelli","Strigidae (Owls)","Strigiformes"
"4859","motowl2","Mottled Owl (Atlantic Forest)","Ciccaba virgata borelliana","Strigidae (Owls)","Strigiformes"
"4860","bawowl1","Black-and-white Owl","Ciccaba nigrolineata","Strigidae (Owls)","Strigiformes"
"4861","bkbowl1","Black-banded Owl","Ciccaba huhula","Strigidae (Owls)","Strigiformes"
"4862","saiowl1","Black-banded Owl (San Isidro)","Ciccaba huhula [undescribed cloud-forest form]","Strigidae (Owls)","Strigiformes"
"4863","rubowl3","Rufous-banded Owl","Ciccaba albitarsis","Strigidae (Owls)","Strigiformes"
"4864","ciccab1","Ciccaba sp.","Ciccaba sp.","Strigidae (Owls)","Strigiformes"
"4865","spwowl1","Spotted Wood-Owl","Strix seloputo","Strigidae (Owls)","Strigiformes"
"4866","mowowl1","Mottled Wood-Owl","Strix ocellata","Strigidae (Owls)","Strigiformes"
"4867","brwowl1","Brown Wood-Owl","Strix leptogrammica","Strigidae (Owls)","Strigiformes"
"4868","brnwoo2","Brown Wood-Owl (Brown)","Strix leptogrammica [indranee Group]","Strigidae (Owls)","Strigiformes"
"4869","brnwoo1","Brown Wood-Owl (Bornean)","Strix leptogrammica [leptogrammica Group]","Strigidae (Owls)","Strigiformes"
"4870","tawowl1","Tawny Owl","Strix aluco","Strigidae (Owls)","Strigiformes"
"4871","tawowl3","Maghreb Owl","Strix mauritanica","Strigidae (Owls)","Strigiformes"
"4872","himowl1","Himalayan Owl","Strix nivicolum","Strigidae (Owls)","Strigiformes"
"4873","humowl1","Desert Owl","Strix hadorami","Strigidae (Owls)","Strigiformes"
"4874","omaowl1","Omani Owl","Strix butleri","Strigidae (Owls)","Strigiformes"
"4875","spoowl","Spotted Owl","Strix occidentalis","Strigidae (Owls)","Strigiformes"
"4876","spoowl2","Spotted Owl (Northern)","Strix occidentalis caurina","Strigidae (Owls)","Strigiformes"
"4877","spoowl3","Spotted Owl (California)","Strix occidentalis occidentalis","Strigidae (Owls)","Strigiformes"
"4878","spoowl4","Spotted Owl (Mexican)","Strix occidentalis lucida","Strigidae (Owls)","Strigiformes"
"4879","brdowl","Barred Owl","Strix varia","Strigidae (Owls)","Strigiformes"
"4880","x00439","Spotted x Barred Owl (hybrid)","Strix occidentalis x varia","Strigidae (Owls)","Strigiformes"
"4881","y01139","Spotted/Barred Owl","Strix occidentalis/varia","Strigidae (Owls)","Strigiformes"
"4882","barowl13","Cinereous Owl","Strix sartorii","Strigidae (Owls)","Strigiformes"
"4883","fulowl1","Fulvous Owl","Strix fulvescens","Strigidae (Owls)","Strigiformes"
"4884","rubowl2","Rusty-barred Owl","Strix hylophila","Strigidae (Owls)","Strigiformes"
"4885","rulowl1","Rufous-legged Owl","Strix rufipes","Strigidae (Owls)","Strigiformes"
"4886","chaowl1","Chaco Owl","Strix chacoensis","Strigidae (Owls)","Strigiformes"
"4887","uraowl1","Ural Owl","Strix uralensis","Strigidae (Owls)","Strigiformes"
"4888","pedowl1","Pere David's Owl","Strix davidi","Strigidae (Owls)","Strigiformes"
"4889","grgowl","Great Gray Owl","Strix nebulosa","Strigidae (Owls)","Strigiformes"
"4890","grgowl1","Great Gray Owl (American)","Strix nebulosa nebulosa","Strigidae (Owls)","Strigiformes"
"4891","grgowl2","Great Gray Owl (Lapland)","Strix nebulosa lapponica","Strigidae (Owls)","Strigiformes"
"4892","afwowl1","African Wood-Owl","Strix woodfordii","Strigidae (Owls)","Strigiformes"
"4893","strix1","Strix sp.","Strix sp.","Strigidae (Owls)","Strigiformes"
"4894","jamowl1","Jamaican Owl","Asio grammicus","Strigidae (Owls)","Strigiformes"
"4895","loeowl","Long-eared Owl","Asio otus","Strigidae (Owls)","Strigiformes"
"4896","loeowl1","Long-eared Owl (American)","Asio otus wilsonianus/tuftsi","Strigidae (Owls)","Strigiformes"
"4897","loeowl2","Long-eared Owl (Eurasian)","Asio otus otus/canariensis","Strigidae (Owls)","Strigiformes"
"4898","aleowl1","Abyssinian Owl","Asio abyssinicus","Strigidae (Owls)","Strigiformes"
"4899","mleowl1","Madagascar Owl","Asio madagascariensis","Strigidae (Owls)","Strigiformes"
"4900","strowl1","Striped Owl","Asio clamator","Strigidae (Owls)","Strigiformes"
"4901","styowl1","Stygian Owl","Asio stygius","Strigidae (Owls)","Strigiformes"
"4902","sheowl","Short-eared Owl","Asio flammeus","Strigidae (Owls)","Strigiformes"
"4903","sheowl2","Short-eared Owl (Northern)","Asio flammeus flammeus","Strigidae (Owls)","Strigiformes"
"4904","sheowl7","Short-eared Owl (Pohnpei)","Asio flammeus ponapensis","Strigidae (Owls)","Strigiformes"
"4905","sheowl4","Short-eared Owl (Hawaiian)","Asio flammeus sandwichensis","Strigidae (Owls)","Strigiformes"
"4906","sheowl3","Short-eared Owl (Antillean)","Asio flammeus domingensis/portoricensis","Strigidae (Owls)","Strigiformes"
"4907","sheowl5","Short-eared Owl (Galapagos)","Asio flammeus galapagoensis","Strigidae (Owls)","Strigiformes"
"4908","sheowl6","Short-eared Owl (South American)","Asio flammeus [suinda Group]","Strigidae (Owls)","Strigiformes"
"4909","y00673","Long-eared/Short-eared Owl","Asio otus/flammeus","Strigidae (Owls)","Strigiformes"
"4910","marowl2","Marsh Owl","Asio capensis","Strigidae (Owls)","Strigiformes"
"4911","feaowl1","Fearful Owl","Asio solomonensis","Strigidae (Owls)","Strigiformes"
"4912","asio1","Asio sp.","Asio sp.","Strigidae (Owls)","Strigiformes"
"4913","borowl","Boreal Owl","Aegolius funereus","Strigidae (Owls)","Strigiformes"
"4914","borowl1","Boreal Owl (Tengmalm's)","Aegolius funereus [funereus Group]","Strigidae (Owls)","Strigiformes"
"4915","borowl2","Boreal Owl (Richardson's)","Aegolius funereus richardsoni","Strigidae (Owls)","Strigiformes"
"4916","nswowl","Northern Saw-whet Owl","Aegolius acadicus","Strigidae (Owls)","Strigiformes"
"4917","nswowl1","Northern Saw-whet Owl (acadicus)","Aegolius acadicus acadicus","Strigidae (Owls)","Strigiformes"
"4918","nswowl2","Northern Saw-whet Owl (Haida Gwaii)","Aegolius acadicus brooksi","Strigidae (Owls)","Strigiformes"
"4919","bswowl1","Bermuda Saw-whet Owl","Aegolius gradyi","Strigidae (Owls)","Strigiformes"
"4920","uswowl1","Unspotted Saw-whet Owl","Aegolius ridgwayi","Strigidae (Owls)","Strigiformes"
"4921","y00395","pygmy-owl/saw-whet owl sp.","Glaucidium/Aegolius sp. (pygmy-owl/saw-whet owl sp.)","Strigidae (Owls)","Strigiformes"
"4922","bufowl1","Buff-fronted Owl","Aegolius harrisii","Strigidae (Owls)","Strigiformes"
"4923","rufowl2","Rufous Owl","Ninox rufa","Strigidae (Owls)","Strigiformes"
"4924","powowl1","Powerful Owl","Ninox strenua","Strigidae (Owls)","Strigiformes"
"4925","barowl1","Barking Owl","Ninox connivens","Strigidae (Owls)","Strigiformes"
"4926","sumboo1","Sumba Boobook","Ninox rudolfi","Strigidae (Owls)","Strigiformes"
"4927","andhao1","Andaman Boobook","Ninox affinis","Strigidae (Owls)","Strigiformes"
"4928","souboo8","Southern Boobook","Ninox boobook","Strigidae (Owls)","Strigiformes"
"4929","souboo1","Southern Boobook (Boobook)","Ninox boobook [boobook Group]","Strigidae (Owls)","Strigiformes"
"4930","souboo7","Southern Boobook (Red)","Ninox boobook lurida","Strigidae (Owls)","Strigiformes"
"4931","souboo4","Rote Boobook","Ninox rotiensis","Strigidae (Owls)","Strigiformes"
"4932","souboo5","Timor Boobook","Ninox fusca","Strigidae (Owls)","Strigiformes"
"4933","souboo6","Alor Boobook","Ninox plesseni","Strigidae (Owls)","Strigiformes"
"4934","morepo2","Morepork","Ninox novaeseelandiae","Strigidae (Owls)","Strigiformes"
"4935","souboo3","Morepork (Tasmanian)","Ninox novaeseelandiae leucopsis","Strigidae (Owls)","Strigiformes"
"4936","morepo1","Morepork (novaeseelandiae Group)","Ninox novaeseelandiae [novaeseelandiae Group]","Strigidae (Owls)","Strigiformes"
"4937","souboo2","Southern Boobook/Morepork","Ninox boobook/novaeseelandiae","Strigidae (Owls)","Strigiformes"
"4938","lishao1","Least Boobook","Ninox sumbaensis","Strigidae (Owls)","Strigiformes"
"4939","brnhao1","Brown Boobook","Ninox scutulata","Strigidae (Owls)","Strigiformes"
"4940","brnhao3","Hume's Boobook","Ninox obscura","Strigidae (Owls)","Strigiformes"
"4941","norboo1","Northern Boobook","Ninox japonica","Strigidae (Owls)","Strigiformes"
"4942","y00785","Brown/Northern Boobook","Ninox scutulata/japonica","Strigidae (Owls)","Strigiformes"
"4943","choboo1","Chocolate Boobook","Ninox randi","Strigidae (Owls)","Strigiformes"
"4944","phihao1","Luzon Boobook","Ninox philippensis","Strigidae (Owls)","Strigiformes"
"4945","minboo1","Mindanao Boobook","Ninox spilocephala","Strigidae (Owls)","Strigiformes"
"4946","minboo2","Mindoro Boobook","Ninox mindorensis","Strigidae (Owls)","Strigiformes"
"4947","romboo1","Romblon Boobook","Ninox spilonotus","Strigidae (Owls)","Strigiformes"
"4948","cebboo1","Cebu Boobook","Ninox rumseyi","Strigidae (Owls)","Strigiformes"
"4949","camboo1","Camiguin Boobook","Ninox leventisi","Strigidae (Owls)","Strigiformes"
"4950","sulboo1","Sulu Boobook","Ninox reyi","Strigidae (Owls)","Strigiformes"
"4951","ocbhao1","Ochre-bellied Boobook","Ninox ochracea","Strigidae (Owls)","Strigiformes"
"4952","toghao1","Togian Boobook","Ninox burhani","Strigidae (Owls)","Strigiformes"
"4953","cinhao1","Cinnabar Boobook","Ninox ios","Strigidae (Owls)","Strigiformes"
"4954","whshao1","White-spotted Boobook (undescribed form)","Ninox [undescribed form]","Strigidae (Owls)","Strigiformes"
"4955","molhao3","Halmahera Boobook","Ninox hypogramma","Strigidae (Owls)","Strigiformes"
"4956","molhao2","Tanimbar Boobook","Ninox forbesi","Strigidae (Owls)","Strigiformes"
"4957","hanboo2","Seram Boobook","Ninox squamipila","Strigidae (Owls)","Strigiformes"
"4958","hanboo1","Buru Boobook","Ninox hantu","Strigidae (Owls)","Strigiformes"
"4959","chihao1","Christmas Island Boobook","Ninox natalis","Strigidae (Owls)","Strigiformes"
"4960","junhao1","Papuan Boobook","Ninox theomacha","Strigidae (Owls)","Strigiformes"
"4961","manhao1","Manus Boobook","Ninox meeki","Strigidae (Owls)","Strigiformes"
"4962","spehao1","Speckled Boobook","Ninox punctulata","Strigidae (Owls)","Strigiformes"
"4963","bishao1","Bismarck Boobook","Ninox variegata","Strigidae (Owls)","Strigiformes"
"4964","nebhao1","New Britain Boobook","Ninox odiosa","Strigidae (Owls)","Strigiformes"
"4965","solhao1","Solomons Boobook","Ninox jacquinoti","Strigidae (Owls)","Strigiformes"
"4966","solboo1","Solomons Boobook (West Solomons)","Ninox jacquinoti [jacquinoti Group]","Strigidae (Owls)","Strigiformes"
"4967","solboo2","Solomons Boobook (Guadalcanal)","Ninox jacquinoti granti","Strigidae (Owls)","Strigiformes"
"4968","solboo3","Solomons Boobook (Malaita)","Ninox jacquinoti malaitae","Strigidae (Owls)","Strigiformes"
"4969","solboo4","Solomons Boobook (Makira)","Ninox jacquinoti roseoaxillaris","Strigidae (Owls)","Strigiformes"
"4970","booboo1","boobook sp.","Ninox sp.","Strigidae (Owls)","Strigiformes"
"4971","paphao1","Papuan Owl","Uroglaux dimorpha","Strigidae (Owls)","Strigiformes"
"4972","lauowl1","Laughing Owl","Sceloglaux albifacies","Strigidae (Owls)","Strigiformes"
"4973","owl1","owl sp.","Strigiformes sp.","Strigidae (Owls)","Strigiformes"
"4974","spemou2","Speckled Mousebird","Colius striatus","Coliidae (Mousebirds)","Coliiformes"
"4975","whhmou1","White-headed Mousebird","Colius leucocephalus","Coliidae (Mousebirds)","Coliiformes"
"4976","rebmou1","Red-backed Mousebird","Colius castanotus","Coliidae (Mousebirds)","Coliiformes"
"4977","whbmou1","White-backed Mousebird","Colius colius","Coliidae (Mousebirds)","Coliiformes"
"4978","blnmou1","Blue-naped Mousebird","Urocolius macrourus","Coliidae (Mousebirds)","Coliiformes"
"4979","refmou1","Red-faced Mousebird","Urocolius indicus","Coliidae (Mousebirds)","Coliiformes"
"4980","mouseb1","mousebird sp.","Coliidae sp.","Coliidae (Mousebirds)","Coliiformes"
"4981","cuckoo1","Cuckoo-roller","Leptosomus discolor","Leptosomidae (Cuckoo-roller)","Leptosomiformes"
"4982","earque","Eared Quetzal","Euptilotis neoxenus","Trogonidae (Trogons)","Trogoniformes"
"4983","pavque1","Pavonine Quetzal","Pharomachrus pavoninus","Trogonidae (Trogons)","Trogoniformes"
"4984","gohque1","Golden-headed Quetzal","Pharomachrus auriceps","Trogonidae (Trogons)","Trogoniformes"
"4985","resque1","Resplendent Quetzal","Pharomachrus mocinno","Trogonidae (Trogons)","Trogoniformes"
"4986","resque2","Resplendent Quetzal (Guatemalan)","Pharomachrus mocinno mocinno","Trogonidae (Trogons)","Trogoniformes"
"4987","resque3","Resplendent Quetzal (Costa Rican)","Pharomachrus mocinno costaricensis","Trogonidae (Trogons)","Trogoniformes"
"4988","whtque1","White-tipped Quetzal","Pharomachrus fulgidus","Trogonidae (Trogons)","Trogoniformes"
"4989","creque1","Crested Quetzal","Pharomachrus antisianus","Trogonidae (Trogons)","Trogoniformes"
"4990","y00787","Golden-headed/Crested Quetzal","Pharomachrus auriceps/antisianus","Trogonidae (Trogons)","Trogoniformes"
"4991","cubtro1","Cuban Trogon","Priotelus temnurus","Trogonidae (Trogons)","Trogoniformes"
"4992","histro1","Hispaniolan Trogon","Priotelus roseigaster","Trogonidae (Trogons)","Trogoniformes"
"4993","lattro1","Lattice-tailed Trogon","Trogon clathratus","Trogonidae (Trogons)","Trogoniformes"
"4994","slttro1","Slaty-tailed Trogon","Trogon massena","Trogonidae (Trogons)","Trogoniformes"
"4995","slttro2","Slaty-tailed Trogon (Massena)","Trogon massena massena/hoffmanni","Trogonidae (Trogons)","Trogoniformes"
"4996","slttro3","Slaty-tailed Trogon (Chapman's)","Trogon massena australis","Trogonidae (Trogons)","Trogoniformes"
"4997","buttro1","Blue-tailed Trogon","Trogon comptus","Trogonidae (Trogons)","Trogoniformes"
"4998","bkttro2","Ecuadorian Trogon","Trogon mesurus","Trogonidae (Trogons)","Trogoniformes"
"4999","blttro1","Black-tailed Trogon","Trogon melanurus","Trogonidae (Trogons)","Trogoniformes"
"5000","bkttro3","Black-tailed Trogon (Large-tailed)","Trogon melanurus macroura","Trogonidae (Trogons)","Trogoniformes"
"5001","bkttro1","Black-tailed Trogon (Black-tailed)","Trogon melanurus [melanurus Group]","Trogonidae (Trogons)","Trogoniformes"
"5002","blhtro1","Black-headed Trogon","Trogon melanocephalus","Trogonidae (Trogons)","Trogoniformes"
"5003","cittro1","Citreoline Trogon","Trogon citreolus","Trogonidae (Trogons)","Trogoniformes"
"5004","whttro1","White-tailed Trogon","Trogon chionurus","Trogonidae (Trogons)","Trogoniformes"
"5005","gnbtro1","Green-backed Trogon","Trogon viridis","Trogonidae (Trogons)","Trogoniformes"
"5006","baitro1","Baird's Trogon","Trogon bairdii","Trogonidae (Trogons)","Trogoniformes"
"5007","gartro1","Gartered Trogon","Trogon caligatus","Trogonidae (Trogons)","Trogoniformes"
"5008","viotro2","Guianan Trogon","Trogon violaceus","Trogonidae (Trogons)","Trogoniformes"
"5009","viotro3","Amazonian Trogon","Trogon ramonianus","Trogonidae (Trogons)","Trogoniformes"
"5010","viotro1","Guianan/Amazonian Trogon","Trogon violaceus/ramonianus","Trogonidae (Trogons)","Trogoniformes"
"5011","blctro1","Blue-crowned Trogon","Trogon curucui","Trogonidae (Trogons)","Trogoniformes"
"5012","surtro1","Surucua Trogon","Trogon surrucura","Trogonidae (Trogons)","Trogoniformes"
"5013","surtro2","Surucua Trogon (Orange-bellied)","Trogon surrucura aurantius","Trogonidae (Trogons)","Trogoniformes"
"5014","surtro3","Surucua Trogon (Red-bellied)","Trogon surrucura surrucura","Trogonidae (Trogons)","Trogoniformes"
"5015","blttro2","Black-throated Trogon","Trogon rufus","Trogonidae (Trogons)","Trogoniformes"
"5016","bkttro7","Black-throated Trogon (tenellus)","Trogon rufus tenellus","Trogonidae (Trogons)","Trogoniformes"
