"","code","name","sci_name","family","order"
"222","spwgoo3","Spur-winged Goose (Southern)","Plectropterus gambensis niger","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"223","flystd1","Flying Steamer-Duck","Tachyeres patachonicus","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"224","flistd1","Flightless Steamer-Duck","Tachyeres pteneres","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"225","flistd2","Flightless Steamer-Duck (Chiloe form)","Tachyeres pteneres [undescribed form]","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"226","falstd1","Falkland Steamer-Duck","Tachyeres brachypterus","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"227","whhstd1","White-headed Steamer-Duck","Tachyeres leucocephalus","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"228","steame1","steamer-duck sp.","Tachyeres sp.","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"229","creduc1","Crested Duck","Lophonetta specularioides","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"230","speduc2","Spectacled Duck","Speculanas specularis","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"231","musduc","Muscovy Duck","Cairina moschata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"232","musduc3","Muscovy Duck (Established Feral)","Cairina moschata (Established Feral)","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"233","musduc2","Muscovy Duck (Domestic type)","Cairina moschata (Domestic type)","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"234","grnpyg1","Green Pygmy-Goose","Nettapus pulchellus","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"235","copgoo1","Cotton Pygmy-Goose","Nettapus coromandelianus","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"236","afrpyg1","African Pygmy-Goose","Nettapus auritus","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"237","rintea1","Ringed Teal","Callonetta leucophrys","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"238","wooduc","Wood Duck","Aix sponsa","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"239","x00940","Common Shelduck x Wood Duck (hybrid)","Tadorna tadorna x Aix sponsa","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"240","manduc","Mandarin Duck","Aix galericulata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"241","x00833","Wood x Mandarin Duck (hybrid)","Aix sponsa x galericulata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"242","manduc1","Maned Duck","Chenonetta jubata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"243","finduc1","Finsch's Duck","Chenonetta finschi","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"244","bratea1","Brazilian Teal","Amazonetta brasiliensis","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"245","bluduc1","Blue Duck","Hymenolaimus malacorhynchos","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"246","torduc1","Torrent Duck","Merganetta armata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"247","saltea1","Salvadori's Teal","Salvadorina waigiuensis","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"248","baitea","Baikal Teal","Sibirionetta formosa","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"249","gargan","Garganey","Spatula querquedula","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"250","hottea1","Blue-billed Teal","Spatula hottentota","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"251","siltea1","Silver Teal","Spatula versicolor","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"252","puntea1","Puna Teal","Spatula puna","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"253","buwtea","Blue-winged Teal","Spatula discors","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"254","cintea","Cinnamon Teal","Spatula cyanoptera","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"255","bwxtea1","Blue-winged x Cinnamon Teal (hybrid)","Spatula discors x cyanoptera","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"256","y00314","Blue-winged/Cinnamon Teal","Spatula discors/cyanoptera","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"257","redsho1","Red Shoveler","Spatula platalea","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"258","capsho1","Cape Shoveler","Spatula smithii","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"259","aussho1","Australian Shoveler","Spatula rhynchotis","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"260","norsho","Northern Shoveler","Spatula clypeata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"261","x00836","Garganey x Northern Shoveler (hybrid)","Spatula querquedula x clypeata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"262","x00629","Blue-winged Teal x Northern Shoveler (hybrid)","Spatula discors x clypeata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"263","x00630","Cinnamon Teal x Northern Shoveler (hybrid)","Spatula cyanoptera x clypeata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"264","gadwal","Gadwall","Mareca strepera","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"265","gadwal1","Gadwall (Common)","Mareca strepera strepera","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"266","gadwal2","Gadwall (Coues's)","Mareca strepera couesi","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"267","x00457","Northern Shoveler x Gadwall (hybrid)","Spatula clypeata x Mareca strepera","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"268","falduc","Falcated Duck","Mareca falcata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"269","x00368","Baikal Teal x Falcated Duck (hybrid)","Sibirionetta formosa x Mareca falcata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"270","x00369","Gadwall x Falcated Duck (hybrid)","Mareca strepera x falcata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"271","eurwig","Eurasian Wigeon","Mareca penelope","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"272","x00723","Gadwall x Eurasian Wigeon (hybrid)","Mareca strepera x penelope","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"273","amewig","American Wigeon","Mareca americana","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"274","x00877","Wood Duck x American Wigeon (hybrid)","Aix sponsa x Mareca americana","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"275","x00370","Blue-winged Teal x American Wigeon (hybrid)","Spatula discors x Mareca americana","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"276","x00777","Northern Shoveler x American Wigeon (hybrid)","Spatula clypeata x Mareca americana","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"277","x00724","Gadwall x American Wigeon (hybrid)","Mareca strepera x americana","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"278","x00421","Eurasian x American Wigeon (hybrid)","Mareca penelope x americana","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"279","y00670","Eurasian/American Wigeon","Mareca penelope/americana","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"280","chiwig1","Chiloe Wigeon","Mareca sibilatrix","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"281","amsduc1","Amsterdam Duck","Mareca marecula","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"282","afbduc1","African Black Duck","Anas sparsa","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"283","yebduc1","Yellow-billed Duck","Anas undulata","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"284","melduc1","Meller's Duck","Anas melleri","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"285","pabduc1","Pacific Black Duck","Anas superciliosa","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"286","layduc","Laysan Duck","Anas laysanensis","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"287","hawduc","Hawaiian Duck","Anas wyvilliana","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"288","phiduc1","Philippine Duck","Anas luzonica","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"289","isbduc1","Indian Spot-billed Duck","Anas poecilorhyncha","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"290","spbduc","Eastern Spot-billed Duck","Anas zonorhyncha","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"291","y00830","Indian/Eastern Spot-billed Duck","Anas poecilorhyncha/zonorhyncha","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"292","mallar3","Mallard","Anas platyrhynchos","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"293","mallar2","Mallard (Domestic type)","Anas platyrhynchos (Domestic type)","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"294","mdxmal1","Muscovy Duck x Mallard (hybrid)","Cairina moschata x Anas platyrhynchos","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"295","x00205","Wood Duck x Mallard (hybrid)","Aix sponsa x Anas platyrhynchos","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"296","x00612","Northern Shoveler x Mallard (hybrid)","Spatula clypeata x Anas platyrhynchos","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"297","x00420","Gadwall x Mallard (hybrid)","Mareca strepera x Anas platyrhynchos","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"298","x00647","Eurasian Wigeon x Mallard (hybrid)","Mareca penelope x Anas platyrhynchos","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"299","x00611","American Wigeon x Mallard (hybrid)","Mareca americana x Anas platyrhynchos","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"300","x00760","Yellow-billed Duck x Mallard (hybrid)","Anas undulata x platyrhynchos","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"301","x00458","Mallard x Pacific Black Duck (hybrid)","Anas platyrhynchos x superciliosa","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"302","x00423","Mallard x Hawaiian Duck (hybrid)","Anas platyrhynchos x wyvilliana","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"303","x00834","Mallard x Indian Spot-billed Duck (hybrid)","Anas platyrhynchos x poecilorhyncha","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"304","x00835","Mallard x Eastern Spot-billed Duck (hybrid)","Anas platyrhynchos x zonorhyncha","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"305","y01128","Mallard/Pacific Black Duck","Anas platyrhynchos/superciliosa","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"306","y01129","Mallard/Hawaiian Duck","Anas platyrhynchos/wyvilliana","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"307","y01130","Mallard/Indian Spot-billed Duck","Anas platyrhynchos/poecilorhyncha","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"308","y01131","Mallard/Eastern Spot-billed Duck","Anas platyrhynchos/zonorhyncha","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"309","mexduc","Mexican Duck","Anas diazi","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"310","mallar4","Mallard x Mexican Duck (hybrid)","Anas platyrhynchos x diazi","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"311","mallar","Mallard/Mexican Duck","Anas platyrhynchos/diazi","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"312","ambduc","American Black Duck","Anas rubripes","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"313","x00941","American Wigeon x American Black Duck (hybrid)","Mareca americana x Anas rubripes","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"314","x00004","Mallard x American Black Duck (hybrid)","Anas platyrhynchos x rubripes","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"315","y00600","Mallard/American Black Duck","Anas platyrhynchos/rubripes","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"316","motduc","Mottled Duck","Anas fulvigula","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"317","motduc1","Mottled Duck (Florida)","Anas fulvigula fulvigula","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"318","motduc2","Mottled Duck (Gulf Coast)","Anas fulvigula maculosa","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"319","x00422","Mallard x Mottled Duck (hybrid)","Anas platyrhynchos x fulvigula","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"320","y00632","Mallard/Mottled Duck","Anas platyrhynchos/fulvigula","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"321","y01098","Mallard x Mexican/Mottled Duck (hybrid)","Anas platyrhynchos x diazi/fulvigula","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"322","x00922","Mexican x Mottled Duck (hybrid)","Anas diazi x fulvigula","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"323","y01099","Mexican/Mottled Duck","Anas diazi/fulvigula","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"324","y00633","American Black/Mottled Duck","Anas rubripes/fulvigula","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"325","captea1","Cape Teal","Anas capensis","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"326","whcpin","White-cheeked Pintail","Anas bahamensis","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"327","whcpin1","White-cheeked Pintail (White-cheeked)","Anas bahamensis bahamensis/rubrirostris","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"328","whcpin2","White-cheeked Pintail (Galapagos)","Anas bahamensis galapagensis","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"329","x00778","Mallard x White-cheeked Pintail (hybrid)","Anas platyrhynchos x bahamensis","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"330","rebduc1","Red-billed Duck","Anas erythrorhyncha","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"331","norpin","Northern Pintail","Anas acuta","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"332","x00837","Baikal Teal x Northern Pintail (hybrid)","Sibirionetta formosa x Anas acuta","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"333","x00610","Gadwall x Northern Pintail (hybrid)","Mareca strepera x Anas acuta","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"334","x00761","Eurasian Wigeon x Northern Pintail (hybrid)","Mareca penelope x Anas acuta","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"335","x00196","American Wigeon x Northern Pintail (hybrid)","Mareca americana x Anas acuta","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"336","x00628","Mallard x Northern Pintail (hybrid)","Anas platyrhynchos x acuta","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"337","x00674","American Black Duck x Northern Pintail (hybrid)","Anas rubripes x acuta","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"338","eatpin1","Eaton's Pintail","Anas eatoni","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"339","yebpin1","Yellow-billed Pintail","Anas georgica","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"340","yebpin2","Yellow-billed Pintail (South Georgia)","Anas georgica georgica","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"341","yebpin3","Yellow-billed Pintail (South American)","Anas georgica spinicauda/niceforoi","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"342","gnwtea","Green-winged Teal","Anas crecca","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"343","egwtea1","Green-winged Teal (Eurasian)","Anas crecca crecca","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"344","agwtea1","Green-winged Teal (American)","Anas crecca carolinensis","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"345","gnwtea1","Green-winged Teal (Eurasian x American)","Anas crecca crecca x carolinensis","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"346","x00371","Garganey x Green-winged Teal (hybrid)","Spatula querquedula x Anas crecca","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"347","y00766","Garganey/Green-winged Teal","Spatula querquedula/Anas crecca","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"348","x00673","Blue-winged x Green-winged Teal (hybrid)","Spatula discors x Anas crecca","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"349","x00763","Cinnamon x Green-winged Teal (hybrid)","Spatula cyanoptera x Anas crecca","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"350","x00762","Gadwall x Green-winged Teal (hybrid)","Mareca strepera x Anas crecca","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"351","x00372","Eurasian Wigeon x Green-winged Teal (hybrid)","Mareca penelope x Anas crecca","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"352","x00646","American Wigeon x Green-winged Teal (hybrid)","Mareca americana x Anas crecca","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"353","x00670","Mallard x Green-winged Teal (hybrid)","Anas platyrhynchos x crecca","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"354","x00725","Northern Pintail x Green-winged Teal (hybrid)","Anas acuta x crecca","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"355","spetea3","Andean Teal","Anas andium","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"356","andtea2","Andean Teal (Merida)","Anas andium altipetens","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"357","andtea3","Andean Teal (Andean)","Anas andium andium","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"358","yebtea1","Yellow-billed Teal","Anas flavirostris","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"359","spetea2","Yellow-billed Teal (flavirostris)","Anas flavirostris flavirostris","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"360","spetea4","Yellow-billed Teal (oxyptera)","Anas flavirostris oxyptera","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"361","y00367","Yellow-billed Pintail/Yellow-billed Teal","Anas georgica/flavirostris","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"362","spetea1","Andean/Yellow-billed Teal","Anas andium/flavirostris","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"363","mauduc1","Mauritius Duck","Anas theodori","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"364","andtea1","Andaman Teal","Anas albogularis","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"365","suntea1","Sunda Teal","Anas gibberifrons","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"366","gretea1","Gray Teal","Anas gracilis","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"367","x00926","Pacific Black Duck x Gray Teal (hybrid)","Anas superciliosa x gracilis","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"368","chetea1","Chestnut Teal","Anas castanea","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"369","x00925","Pacific Black Duck x Chestnut Teal (hybrid)","Anas superciliosa x castanea","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"370","x00913","Gray x Chestnut Teal (hybrid)","Anas gracilis x castanea","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"371","y00368","Gray/Chestnut Teal","Anas gracilis/castanea","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
"372","bertea1","Bernier's Teal","Anas bernieri","Anatidae (Ducks, Geese, and Waterfowl)","Anseriformes"
